cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,9999.180563066102,62.17522658610272,52.36641221374045,56.85082872928178
2.0,4218.373808776867,80.18108651911469,81.11959287531806,80.64760941057425
3.0,2706.938563848921,86.88775510204081,86.66666666666667,86.77707006369427
4.0,1970.83278822668,87.18079673135854,86.8702290076336,87.02523578893704
5.0,1779.9217089479266,88.51626016260163,88.65139949109415,88.58377828629544
6.0,1471.229382044468,88.25910931174089,88.75318066157762,88.50545546815529
7.0,1232.1838337686106,87.37524950099801,89.10941475826972,88.23381204333586
8.0,1176.0231746948093,88.30321285140562,89.51653944020356,88.90573666919383
9.0,1093.2603965618612,88.64097363083164,88.95674300254453,88.79857759715519
10.0,1027.982099717199,88.30379746835443,88.75318066157762,88.52791878172589
11.0,981.3533272056795,88.87765419615774,89.46564885496183,89.17068222165864
12.0,943.7002295612153,88.51385390428212,89.41475826972011,88.9620253164557
13.0,918.0092039192037,88.77705083039758,89.77099236641222,89.27125506072875
14.0,874.090428219191,88.66396761133603,89.16030534351145,88.91144379599088
15.0,834.5066766895688,88.98989898989899,89.66921119592875,89.32826362484157
16.0,811.6017150004452,88.53118712273643,89.56743002544529,89.04629395395902
17.0,781.8747598886279,88.77705083039758,89.77099236641222,89.27125506072875
18.0,762.6916422479145,88.6535552193646,89.46564885496183,89.05775075987843
19.0,736.7283258728937,88.79310344827587,89.10941475826972,88.95097790195581
20.0,736.6978454803769,88.67542972699697,89.26208651399492,88.96779102206442
