cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,8206.599796867371,69.17808219178082,18.397085610200364,29.064748201438857
2.0,7004.709724664688,75.0,33.33333333333333,46.15384615384615
3.0,6751.451850509644,78.43137254901961,51.001821493624774,61.81015452538632
4.0,6631.846284627914,84.10757946210269,62.659380692167574,71.81628392484343
5.0,6606.729756259918,78.94736842105263,62.841530054644814,69.97971602434076
6.0,6580.014789104462,78.60082304526749,69.58105646630237,73.81642512077295
7.0,6544.197866201401,77.64227642276423,69.58105646630237,73.3909702209414
8.0,6545.969232130051,78.21782178217822,71.94899817850637,74.95256166982922
9.0,6496.224355983734,78.87596899224806,74.13479052823315,76.4319248826291
10.0,6489.248648262024,80.0,75.0455373406193,77.44360902255639
11.0,6472.20150513649,80.62622309197651,75.0455373406193,77.73584905660377
12.0,6481.183895015716,79.61538461538461,75.40983606557377,77.4555659494855
13.0,6453.946414089203,81.95777351247601,77.77777777777779,79.81308411214953
14.0,6446.948058509826,81.85255198487712,78.87067395264117,80.3339517625232
15.0,6442.249657297134,80.93306288032454,72.6775956284153,76.58349328214972
16.0,6442.636694431305,82.86290322580645,74.86338797814209,78.6602870813397
17.0,6436.240524959564,82.76515151515152,79.59927140255009,81.15134633240483
18.0,6433.399283838272,82.73244781783681,79.41712204007287,81.04089219330855
19.0,6413.776170539856,82.5187969924812,79.96357012750455,81.22109158186865
20.0,6403.837210178375,83.48968105065666,81.05646630236795,82.25508317929759
21.0,6417.234812784195,82.79158699808795,78.87067395264117,80.78358208955224
22.0,6408.530706453324,82.55159474671669,80.14571948998179,81.33086876155267
23.0,6391.216903591156,83.89513108614233,81.60291438979964,82.73314866112652
24.0,6406.313348197937,84.05253283302065,81.60291438979964,82.80961182994456
25.0,6386.331583356858,83.5820895522388,81.60291438979964,82.58064516129033
26.0,6408.917585134506,84.11214953271028,81.9672131147541,83.02583025830259
27.0,6384.029420614243,83.48794063079778,81.9672131147541,82.72058823529413
28.0,6389.000646877289,84.42776735459663,81.9672131147541,83.17929759704252
29.0,6379.063087034226,84.35754189944134,82.5136612021858,83.42541436464089
30.0,6342.71375837326,84.5437616387337,82.69581056466302,83.60957642725599
31.0,6354.140907335282,84.31734317343174,83.24225865209472,83.77635197066911
32.0,6346.368915557861,84.04452690166976,82.5136612021858,83.27205882352942
33.0,6362.987827682495,84.94423791821562,83.24225865209472,84.08463661453541
34.0,6358.327806758881,83.94833948339483,82.87795992714025,83.40971585701192
35.0,6324.585391378403,84.28835489833642,83.06010928961749,83.6697247706422
36.0,6329.787225151062,83.91866913123845,82.69581056466302,83.30275229357798
37.0,6324.449256563186,84.55882352941177,83.7887067395264,84.17200365965233
38.0,6327.02584233284,83.4862385321101,82.87795992714025,83.18098720292504
39.0,6315.962689590454,83.18098720292505,82.87795992714025,83.02919708029196
40.0,6321.027961063385,84.55882352941177,83.7887067395264,84.17200365965233
41.0,6323.236928224564,83.79373848987109,82.87795992714025,83.33333333333333
42.0,6324.561295366288,83.82352941176471,83.06010928961749,83.44007319304666
