cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,9237.337664025441,57.53946652150245,59.11633109619687,58.317241379310346
2.0,4934.84757207861,68.45441248171623,78.52348993288591,73.1440479291482
3.0,3883.2646812313405,70.76543209876543,80.14541387024609,75.16391292945188
4.0,3397.4103040248315,71.78217821782178,81.09619686800895,76.15546218487395
5.0,2980.456613630812,73.11224489795919,80.14541387024609,76.4674493062967
6.0,2711.2417705380217,72.79920870425322,82.32662192393735,77.27034120734908
7.0,2577.321515980456,73.65453613531521,80.36912751677853,76.86547205135062
8.0,2421.036992719107,74.34827945776851,79.75391498881433,76.95628710199675
9.0,2333.126263179668,75.06645401382244,78.97091722595079,76.96920141727992
10.0,2234.2639239616706,73.17444219066938,80.70469798657717,76.75531914893618
11.0,2148.204875145699,75.1345532831001,78.07606263982103,76.57707076247942
