cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,9566.842520356064,62.12438853948288,63.773314203730266,62.938053097345126
2.0,4283.682016001603,75.90197413206263,79.98565279770445,77.89032483409012
3.0,3032.850926162236,79.9039780521262,83.57245337159253,81.69705469845722
4.0,2440.212341386835,80.44692737430168,82.63988522238164,81.52866242038218
5.0,2076.343773566262,80.71135430916553,84.64849354375896,82.6330532212885
6.0,1874.1546662765497,83.01486199575372,84.14634146341463,83.57677235482723
7.0,1709.9674016951526,81.38888888888889,84.07460545193686,82.70995059985886
8.0,1617.671316772589,81.80535966149506,83.21377331420373,82.5035561877667
9.0,1505.8990300436194,81.15942028985508,84.36154949784792,82.72951107984524
10.0,1444.411689436783,82.95774647887325,84.50502152080345,83.72423596304192
11.0,1396.0973264493373,82.0979020979021,84.2180774748924,83.14447592067988
12.0,1330.9169539306308,81.7618719889883,85.22238163558106,83.45626975763962
13.0,1284.4357073022898,81.292984869326,84.7919655667145,83.0056179775281
14.0,1242.7137341895036,81.55339805825243,84.36154949784792,82.93370944992948
15.0,1205.4864174502052,82.16292134831461,83.93113342898135,83.0376153300213
