cycle_no,avg_cycle_loss,precision,recall,f_score
1.0,8065.1850679397585,86.27450980392157,9.977324263038549,17.88617886178862
2.0,6746.61611032486,100.0,5.215419501133787,9.913793103448276
3.0,6373.287760448456,45.76271186440678,6.122448979591836,10.8
4.0,6297.3007730484005,26.804123711340207,5.895691609977324,9.66542750929368
5.0,6262.871040439606,22.641509433962266,8.16326530612245,12.000000000000002
6.0,6244.658001041413,37.91208791208791,15.646258503401361,22.15088282504013
7.0,6241.692332649231,51.955307262569825,21.08843537414966,30.0
8.0,6212.168389749527,55.497382198952884,24.03628117913832,33.54430379746836
9.0,6200.692217254638,67.48768472906403,31.065759637188208,42.546583850931675
10.0,6176.8837921619415,73.52941176470588,45.3514739229025,56.10098176718093
11.0,6175.315980434418,71.85185185185186,43.99092970521542,54.57102672292545
12.0,6145.865838718414,71.83098591549296,46.25850340136054,56.27586206896552
13.0,6151.679525709153,71.83544303797468,51.47392290249433,59.97357992073976
14.0,6127.694526195526,75.7396449704142,58.049886621315196,65.7252888318357
15.0,6131.645421695709,71.58774373259052,58.27664399092971,64.25
16.0,6110.5116471290585,74.17582417582418,61.224489795918366,67.08074534161491
17.0,6104.1882321357725,72.57617728531855,59.410430839002274,65.3366583541147
18.0,6099.489275836944,76.28032345013477,64.17233560090703,69.70443349753694
19.0,6100.716217613221,75.0,61.904761904761905,67.82608695652173
20.0,6100.281949138642,77.29729729729729,64.85260770975057,70.53020961775586
21.0,6089.457585668564,74.2782152230971,64.17233560090703,68.85644768856447
22.0,6080.0676951885225,79.47368421052632,68.48072562358276,73.5688185140073
23.0,6075.818559265137,76.60668380462725,67.57369614512471,71.80722891566266
24.0,6057.033822441101,76.27551020408163,67.80045351473923,71.78871548619448
25.0,6054.553997898101,77.00258397932816,67.57369614512471,71.98067632850243
26.0,6045.659873008728,73.4536082474227,64.62585034013605,68.75753920386009
27.0,6053.722089290619,78.97435897435898,69.84126984126983,74.12755716004813
28.0,6057.111494064331,77.41116751269035,69.1609977324263,73.05389221556887
29.0,6047.832987546921,81.6377171215881,74.60317460317461,77.96208530805688
30.0,6028.1389089107515,82.08955223880598,74.82993197278913,78.29181494661923
31.0,6040.024504566192,82.25,74.60317460317461,78.24019024970274
32.0,6030.43764410019,81.7258883248731,73.01587301587301,77.12574850299401
33.0,6039.071459388733,80.2919708029197,74.82993197278913,77.46478873239437
34.0,6016.0731300354,82.59803921568627,76.41723356009071,79.38751472320375
35.0,6019.045154285431,83.49514563106796,78.00453514739229,80.65650644783119
36.0,6010.875959920883,86.16504854368931,80.49886621315193,83.23563892145368
37.0,6019.288266658783,83.17073170731707,77.32426303854876,80.14101057579319
38.0,6019.466400241852,86.4406779661017,80.95238095238095,83.60655737704919
39.0,6018.642255020141,86.4406779661017,80.95238095238095,83.60655737704919
40.0,5993.328843307495,86.74698795180723,81.63265306122449,84.11214953271026
41.0,5991.71786160469,84.91484184914842,79.13832199546485,81.92488262910798
42.0,5972.51568274498,82.57756563245823,78.45804988662131,80.46511627906976
43.0,5981.69010105133,85.23809523809524,81.17913832199547,83.15911730545878
44.0,5977.15936665535,83.41232227488152,79.81859410430839,81.57589803012748
45.0,5952.184565591812,84.7457627118644,79.36507936507937,81.9672131147541
